,sim 0,sim 1,sim 2,sim 3,sim 4,sim 5,sim 6,sim 7,sim 8,sim 9,sim 10,sim 11,sim 12,sim 13,sim 14,sim 15,sim 16,sim 17,sim 18,sim 19,sim 20,sim 21,sim 22,sim 23,sim 24,sim 25,sim 26,sim 27,sim 28,sim 29,sim 30,sim 31,sim 32,sim 33,sim 34,sim 35,sim 36,sim 37,sim 38,sim 39,sim 40,sim 41,sim 42,sim 43,sim 44,sim 45,sim 46,sim 47,sim 48,sim 49,sim 50,sim 51,sim 52,sim 53,sim 54,sim 55,sim 56,sim 57,sim 58,sim 59,sim 60,sim 61,sim 62,sim 63,sim 64,sim 65,sim 66,sim 67,sim 68,sim 69,sim 70,sim 71,sim 72,sim 73,sim 74,sim 75,sim 76,sim 77,sim 78,sim 79,sim 80,sim 81,sim 82,sim 83,sim 84,sim 85,sim 86,sim 87,sim 88,sim 89,sim 90,sim 91,sim 92,sim 93,sim 94,sim 95,sim 96,sim 97,sim 98,sim 99
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964,0.4101219330881964
2018-01-27,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098,0.16743157806499098
2018-01-28,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639,0.09666666666666639
